Cycle,Mob dist,Thresh,Anomaly
272,2.1104040433164224,4.529695111746764,False
273,1.6262407681093094,4.529695111746764,False
274,1.696682451508477,4.529695111746764,False
275,2.158785163261909,4.529695111746764,False
276,3.575859440675503,4.529695111746764,False
277,1.5465933358142199,4.529695111746764,False
278,1.1498650059512272,4.529695111746764,False
279,1.7761925424277176,4.529695111746764,False
280,2.891635171913646,4.529695111746764,False
281,1.2961127159040817,4.529695111746764,False
282,1.1284701239500141,4.529695111746764,False
283,1.9743262234391352,4.529695111746764,False
284,3.0683206756738683,4.529695111746764,False
285,1.9158546626384323,4.529695111746764,False
286,0.9129225824923417,4.529695111746764,False
287,1.832893101370776,4.529695111746764,False
288,2.2122649965888703,4.529695111746764,False
289,2.0934590020588213,4.529695111746764,False
290,2.2872531808576664,4.529695111746764,False
291,2.2011277527697164,4.529695111746764,False
292,2.2587518179070605,4.529695111746764,False
293,1.9791688285212887,4.529695111746764,False
294,1.8120193255943526,4.529695111746764,False
295,1.1774619786264224,4.529695111746764,False
296,1.784387475593646,4.529695111746764,False
297,1.7917795980080076,4.529695111746764,False
298,1.2340088250082049,4.529695111746764,False
299,1.4201090639944638,4.529695111746764,False
300,2.3745605313214404,4.529695111746764,False
301,3.130362493607288,4.529695111746764,False
302,2.7624592714374434,4.529695111746764,False
303,2.544934265841452,4.529695111746764,False
304,2.1632625349731986,4.529695111746764,False
305,1.7764405271697115,4.529695111746764,False
306,2.75842873449605,4.529695111746764,False
307,4.126699001788601,4.529695111746764,False
308,1.6512462113323683,4.529695111746764,False
309,1.2015356941989805,4.529695111746764,False
310,1.4603802512902815,4.529695111746764,False
311,2.3354306710449966,4.529695111746764,False
312,1.5604443247765898,4.529695111746764,False
313,2.0072217525710636,4.529695111746764,False
314,4.028813156958521,4.529695111746764,False
315,2.829318540968879,4.529695111746764,False
316,4.391647274377653,4.529695111746764,False
317,3.641364546762075,4.529695111746764,False
318,2.3208608749000446,4.529695111746764,False
319,1.8178060936530862,4.529695111746764,False
320,1.7857157074699828,4.529695111746764,False
321,2.6304933700209627,4.529695111746764,False
322,4.649102092385085,4.529695111746764,True
323,2.1510823642903003,4.529695111746764,False
324,3.232252458829611,4.529695111746764,False
325,1.4729550220059775,4.529695111746764,False
326,0.9803517174547098,4.529695111746764,False
327,0.6826844269072637,4.529695111746764,False
328,3.1435456578298813,4.529695111746764,False
329,1.253311994228667,4.529695111746764,False
330,2.612151459537093,4.529695111746764,False
331,2.2232025296154756,4.529695111746764,False
332,3.2115900737348038,4.529695111746764,False
333,4.3007175211773365,4.529695111746764,False
334,5.638514878286287,4.529695111746764,True
335,1.6802588634956261,4.529695111746764,False
336,1.4012999414667957,4.529695111746764,False
337,1.8063653049467934,4.529695111746764,False
338,1.8480949956882833,4.529695111746764,False
339,2.481932544146548,4.529695111746764,False
340,3.919139611375312,4.529695111746764,False
341,1.9311772189033642,4.529695111746764,False
342,2.181609306391019,4.529695111746764,False
343,2.0335137230248668,4.529695111746764,False
344,1.5675838473605377,4.529695111746764,False
345,2.1148608892552185,4.529695111746764,False
346,1.4665263033203022,4.529695111746764,False
347,1.8265010558403805,4.529695111746764,False
348,2.5934917472587844,4.529695111746764,False
349,2.488717905639195,4.529695111746764,False
350,2.4563459063777966,4.529695111746764,False
351,3.71358735351061,4.529695111746764,False
352,5.169643615484383,4.529695111746764,True
353,1.6654805071885597,4.529695111746764,False
354,2.2417402336572856,4.529695111746764,False
355,4.318337607182397,4.529695111746764,False
356,3.252754286175906,4.529695111746764,False
357,2.185524770456217,4.529695111746764,False
358,2.572933059587307,4.529695111746764,False
359,0.5110473333908084,4.529695111746764,False
360,3.310569713386065,4.529695111746764,False
361,1.2118988479930908,4.529695111746764,False
362,1.5921252874761602,4.529695111746764,False
363,2.571062438588343,4.529695111746764,False
364,2.692980862094552,4.529695111746764,False
365,1.619943528551559,4.529695111746764,False
366,2.105332843071248,4.529695111746764,False
367,1.79782080787464,4.529695111746764,False
368,2.2124218132845255,4.529695111746764,False
369,1.673003224060508,4.529695111746764,False
370,1.6750748122868266,4.529695111746764,False
371,1.1491669639236228,4.529695111746764,False
372,1.2421116032286272,4.529695111746764,False
373,2.220642129743395,4.529695111746764,False
374,1.7835402853724862,4.529695111746764,False
375,1.86426236956683,4.529695111746764,False
376,1.7507823744463094,4.529695111746764,False
377,2.770555415072666,4.529695111746764,False
378,2.2251327312929914,4.529695111746764,False
379,2.1226472216257655,4.529695111746764,False
380,2.4607116638226962,4.529695111746764,False
381,2.21207481433413,4.529695111746764,False
382,3.457336162265228,4.529695111746764,False
383,3.0105800537400857,4.529695111746764,False
384,0.5128700974671953,4.529695111746764,False
385,4.13156746875566,4.529695111746764,False
386,1.8619869325683152,4.529695111746764,False
387,1.6116712202465808,4.529695111746764,False
388,3.622331035769758,4.529695111746764,False
389,3.0092240167996773,4.529695111746764,False
390,3.8501258764325406,4.529695111746764,False
391,2.0272540154271934,4.529695111746764,False
392,1.9084466666146147,4.529695111746764,False
393,2.322935226620261,4.529695111746764,False
394,3.1151438661825104,4.529695111746764,False
395,3.1544355758170486,4.529695111746764,False
396,0.9495725074301061,4.529695111746764,False
397,1.0250675550483117,4.529695111746764,False
398,1.8804122531624745,4.529695111746764,False
399,1.8630312144721348,4.529695111746764,False
400,1.6957025335400955,4.529695111746764,False
401,2.2601899469645237,4.529695111746764,False
402,2.2104750066533927,4.529695111746764,False
403,1.8397037191677643,4.529695111746764,False
404,2.75334674350986,4.529695111746764,False
405,3.031219074542631,4.529695111746764,False
406,2.693864787384345,4.529695111746764,False
407,1.6374877617002837,4.529695111746764,False
408,1.8078043561748744,4.529695111746764,False
409,2.020996993907673,4.529695111746764,False
410,2.9733044900602117,4.529695111746764,False
411,1.6016842105437001,4.529695111746764,False
412,1.3578659879928965,4.529695111746764,False
413,2.0825597124274107,4.529695111746764,False
414,3.1368358570642405,4.529695111746764,False
415,4.593923447538568,4.529695111746764,True
416,6.602426526317956,4.529695111746764,True
417,4.120837037454859,4.529695111746764,False
418,2.965940843629912,4.529695111746764,False
419,3.571187543225586,4.529695111746764,False
420,2.5516329027678673,4.529695111746764,False
421,3.267263803363046,4.529695111746764,False
422,3.4516170174603684,4.529695111746764,False
423,4.876968572380173,4.529695111746764,True
424,2.6743968156116598,4.529695111746764,False
425,3.925033832186268,4.529695111746764,False
426,3.0007614581555346,4.529695111746764,False
427,4.096070714975439,4.529695111746764,False
428,2.036536071331401,4.529695111746764,False
429,4.698646869620496,4.529695111746764,True
430,6.90146879191521,4.529695111746764,True
431,5.072838620259767,4.529695111746764,True
432,4.774554320137742,4.529695111746764,True
